about,title,date_value,search_url,
1628002,Opposition Day: Cost of living: Government Amendment,16/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-16&endDate=2023-05-16&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1628010,Opposition Day: Repeal of the Public Order Act 2023,16/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-16&endDate=2023-05-16&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1625576,National Security Bill: Amendment (c) to Lords Amendment 26,03/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-03&endDate=2023-05-03&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2023-05-03.txt
1625578,National Security Bill: motion to disagree with Lords Amendment 22,03/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-03&endDate=2023-05-03&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2023-05-03.txt
1625579,National Security Bill: motion to disagree with Lords Amendment 122,03/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-03&endDate=2023-05-03&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2023-05-03.txt
1625585,Lifelong Learning (Higher Education Fee Limits) Bill Report Stage: New Clause 1,03/05/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-05-03&endDate=2023-05-03&searchTerm=Lifelong L&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Lifelong Learning  (Higher Education Fee Limits) Bill 2023-05-03.txt
1623950,Illegal Migration Bill Report Stage: New Clause 9,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623952,Illegal Migration Bill Report Stage: New Clause 10,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623953,Illegal Migration Bill Report Stage: New Clause 15,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623954,Illegal Migration Bill Report Stage: Amendment 45,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623955,Illegal Migration Bill Report Stage: Amendment 2,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623958,Illegal Migration Bill - Third Reading,26/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-26&endDate=2023-04-26&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-04-26.txt
1623592,Opposition Day: Water quality (sewage discharge): Prime Minister's amendment,25/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-25&endDate=2023-04-25&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1623594,Opposition Day: Water quality (sewage discharge): motion as amended,25/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-25&endDate=2023-04-25&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1623604,Opposition Day: Cost of living increases,25/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-25&endDate=2023-04-25&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1623605,Opposition Day: Cost of living increases: Prime Minister's amendment,25/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-25&endDate=2023-04-25&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1623208,Public Order Bill: motion to disagree with Lords Amendments 6H & 6J,24/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-24&endDate=2023-04-24&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-04-24.txt
1612197,Finance (No. 2) Bill Committee of the whole House: Amendment 21,19/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-19&endDate=2023-04-19&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-19.txt
1612198,Finance (No. 2) Bill Committee of the whole House: Clause 18 stand part,19/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-19&endDate=2023-04-19&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-19.txt
1612199,Finance (No. 2) Bill Committee of the whole House: New Clause 5,19/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-19&endDate=2023-04-19&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-19.txt
1612203,Finance (No. 2) Bill Committee of the whole House: Amendment 7,19/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-19&endDate=2023-04-19&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-19.txt
1611613,Finance (No. 2) Bill Committee of the whole House: New Clause 1,18/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-18&endDate=2023-04-18&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-18.txt
1611617,Finance (No. 2) Bill Committee of the whole House: New Clause 3,18/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-18&endDate=2023-04-18&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-18.txt
1611619,Finance (No. 2) Bill Committee of the whole House: New Clause 6,18/04/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-04-18&endDate=2023-04-18&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-04-18.txt
1608497,Finance (No. 2) Bill: Reasoned Amendment to Second Reading motion,29/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-29&endDate=2023-03-29&searchTerm=Finance (N&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance (No. 2) Bill 2023-03-29.txt
1608099,Illegal Migration Bill: Committee of the whole House: Amendment 189,28/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-28&endDate=2023-03-28&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-28.txt
1608100,Illegal Migration Bill: Committee of the whole House: Clause 11 stand part,28/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-28&endDate=2023-03-28&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-28.txt
1608101,Illegal Migration Bill: Committee of the whole House: Amendment 288,28/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-28&endDate=2023-03-28&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-28.txt
1608102,Illegal Migration Bill: Committee of the whole House: New Clause 21,28/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-28&endDate=2023-03-28&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-28.txt
1608103,Illegal Migration Bill: Committee of the whole House: New Clause 27,28/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-28&endDate=2023-03-28&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-28.txt
1607689,Illegal Migration Bill: Committee of the whole House: Amendment 76,27/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-27&endDate=2023-03-27&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-27.txt
1607690,Illegal Migration Bill: Committee of the whole House: New Clause 6,27/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-27&endDate=2023-03-27&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-27.txt
1607691,Illegal Migration Bill: Committee of the whole House: New Clause 24,27/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-27&endDate=2023-03-27&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-27.txt
1607692,Illegal Migration Bill: Committee of the whole House: New Clause 25,27/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-27&endDate=2023-03-27&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-27.txt
1606225,Draft Windsor Framework (Democratic Scrutiny) Regulations 2023,22/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-22&endDate=2023-03-22&searchTerm=Draft Wind&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1606226,Draft Criminal Justice Act 2003 (Home Detention Curfew) Order 2023,22/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-22&endDate=2023-03-22&searchTerm=Draft Crim&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1606228,Public Order Bill: Motion to disagree with the Lords in Amendments 6B to 6F,22/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-22&endDate=2023-03-22&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1605837,Budget Motion no. 18: Pensions (lifetime allowance charge and annual allowance),21/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-21&endDate=2023-03-21&searchTerm=Budget Mot&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1605839,Budget Motion no. 36: Alcohol duty,21/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-21&endDate=2023-03-21&searchTerm=Budget Mot&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1603406,Illegal Migration Bill: Reasoned Amendment to Second Reading,13/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-13&endDate=2023-03-13&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-13.txt
1603407,Illegal Migration Bill: Second Reading,13/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-13&endDate=2023-03-13&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-13.txt
1603409,Illegal Migration Bill: Programme motion,13/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-13&endDate=2023-03-13&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-13.txt
1603413,Illegal Migration Bill: Money,13/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-13&endDate=2023-03-13&searchTerm=Illegal Mi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Illegal Migration Bill 2023-03-13.txt
1601775,Public Order Bill: Amendment (a) to Lords Amendment 5,07/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-07&endDate=2023-03-07&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-03-07.txt
1601780,Public Order Bill: Motion to disagree with Lords Amendment 6,07/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-07&endDate=2023-03-07&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-03-07.txt
1601782,Public Order Bill: Amendment (a) in lieu of Lords Amendment 1,07/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-07&endDate=2023-03-07&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-03-07.txt
1601783,Public Order Bill: Motion to disagree with Lords Amendment 1,07/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-07&endDate=2023-03-07&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-03-07.txt
1601784,Public Order Bill: Motion to disagree with Lords Amendment 20,07/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-07&endDate=2023-03-07&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2023-03-07.txt
1601273,Social Security (Additional Payments) (No. 2) Bill Committee: Amendment 4,06/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-06&endDate=2023-03-06&searchTerm=Social Sec&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Social Security (Additional Payments) (No. 2) Bill 2023-03-06.txt
1601274,Social Security (Additional Payments) (No. 2) Bill Committee: Amendment 2,06/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-06&endDate=2023-03-06&searchTerm=Social Sec&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Social Security (Additional Payments) (No. 2) Bill 2023-03-06.txt
1600213,Social Housing (Regulation) Bill [Lords] Report Stage: New Clause 7,01/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-01&endDate=2023-03-01&searchTerm=Social Hou&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Social Housing (Regulation)  Bill [Lords] 2023-03-01.txt
1600214,Social Housing (Regulation) Bill [Lords] Report Stage: Amendment 42,01/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-01&endDate=2023-03-01&searchTerm=Social Hou&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Social Housing (Regulation)  Bill [Lords] 2023-03-01.txt
1600217,Social Housing (Regulation) Bill [Lords] Report Stage: Amendment 40,01/03/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-03-01&endDate=2023-03-01&searchTerm=Social Hou&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Social Housing (Regulation)  Bill [Lords] 2023-03-01.txt
1599813,Opposition Day: Expanding the NHS workforce,28/02/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-02-28&endDate=2023-02-28&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1587638,Scottish Affairs Committee Membership,21/02/2023,https://hansard.parliament.uk/search/Divisions?startDate=2023-02-21&endDate=2023-02-21&searchTerm=Scottish A&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Scottish Affairs Committee 2023-02-21.txt
